abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Chen Wang', 'Xi Wang']",10.1109/access.2019.2962152,,,2020,Time Series Data Cleaning: A Survey,IEEE Access,,,Theory/Algorithms
,"['Hessam Sarjoughian', 'Muhammad Haris', 'Imran Mahmood']",10.1145/3064911.3064924,,,2017,Analyzing Emergency Evacuation Strategies for Mass Gatherings using Crowd Simulation And Analysis framework: Hajj Scenario,ACM SIGSIM Conference on Principles of Advanced Discrete Simulation (PADS),,,Theory/Algorithms
,"['Pornpit Wongthongtham', 'Chamonix Terblanche']",10.1002/spe.2319,,4,2015,Ontology-based employer demand management,,,,Theory/Algorithms
,"['Muhammad Saad Qaisar Alvi', 'Maryam Badar', 'Imran Mahmood', 'Muhammad Haris']",10.1109/wsc.2018.8632418,,12,2018,MODELING SAFEST AND OPTIMAL EMERGENCY EVACUATION PLAN FOR LARGE-SCALE PEDESTRIANS ENVIRONMENTS,,,,Theory/Algorithms
,"['R. Sedgewick', 'R. Schaffer']",10.1006/jagm.1993.1031,,7,1993,The Analysis of Heapsort,,,,Theory/Algorithms
,S. Todd,10.1147/rd.225.0509,,4,2010,Algorithm and Hardware for a Merge Sort Using Multiple Processors,,,,Theory/Algorithms
,C. A. R. Hoare,10.1093/comjnl/5.1.10,,1,1962,Quicksort,,,,Theory/Algorithms
,"['John D. Owens', 'Michael Garland', 'David Tarjan', 'Andrew Davidson']",10.1109/inpar.2012.6339592,,5,2012,Efficient parallel merge sort for fixed and variable length keys,,,,Theory/Algorithms
,"['U. Surendran', 'Nimmi Sasidharan', 'Girish Gopinath']",10.1007/s12145-019-00438-4,https://doi.org/10.1007/s12145-019-00438-4,1,2020,Landuse classification of hyperspectral data by spectral angle mapper and support vector machine in humid tropical region of India,Earth Science Informatics,,,Earth Sciences
,"['Chariton Kalaitzidis', 'Krishna Prasad Vadrevu', 'George P. Petropoulos']",10.1080/10106049.2012.668950,http://dx.doi.org/10.1080/10106049.2012.668950,4,2013,Spectral angle mapper and object-based classification combined with hyperspectral remote sensing imagery for obtaining land use/cover mapping in a Mediterranean region,Geocarto International,,,Earth Sciences
,"['Maolin Chen', 'Yalong Zhang', 'Xinyu Zhang', 'Zhaoqiang Huang', 'Mingwei Wang']",10.1016/j.jag.2021.102409,https://doi.org/10.1016/j.jag.2021.102409,10,2021,"Altered mineral mapping based on ground-airborne hyperspectral data and wavelet spectral angle mapper tri-training model: Case studies from Dehua-Youxi-Yongtai Ore District, Central Fujian, China",International Journal of Applied Earth Observation and Geoinformation,,,Earth Sciences
,Sahar A.,10.14569/IJACSA.2016.070509,https://doi.org/10.14569/IJACSA.2016.070509,,2016,Performance of Spectral Angle Mapper and Parallelepiped Classifiers in Agriculture Hyperspectral Image,International Journal of Advanced Computer Science and Applications,,,Earth Sciences
,"['Shattri Mansor', 'Affendi Suhaili', 'Helmi Zulhaidi Mohd Shafri']",10.3844/jcssp.2007.419.423,https://doi.org/10.3844/jcssp.2007.419.423,6,2007,"The Performance of Maximum Likelihood, Spectral Angle Mapper, Neural Network and Decision Tree Classifiers in Hyperspectral Image Analysis",Journal of Computer Science,,,Earth Sciences
,"[' Ramanathan Sugumaran', 'James Harken']",10.5589/m05-003,https://doi.org/10.5589/m05-003,6,2014,Classification of Iowa wetlands using an airborne hyperspectral image: a comparison of the spectral angle mapper classifier and an object-oriented approach,Canadian Journal of Remote Sensing,,,Earth Sciences
,"['U. Surendran', 'Nimmi Sasidharan', 'Girish Gopinath']",10.1007/s12145-019-00438-4,https://doi.org/10.1007/s12145-019-00438-4,1,2020,Landuse classification of hyperspectral data by spectral angle mapper and support vector machine in humid tropical region of India,Earth Science Informatics,,,Earth Sciences
,"['Chariton Kalaitzidis', 'Krishna Prasad Vadrevu', 'George P. Petropoulos']",10.1080/10106049.2012.668950,http://dx.doi.org/10.1080/10106049.2012.668950,4,2013,Spectral angle mapper and object-based classification combined with hyperspectral remote sensing imagery for obtaining land use/cover mapping in a Mediterranean region,Geocarto International,,,Earth Sciences
,"['Maolin Chen', 'Yalong Zhang', 'Xinyu Zhang', 'Zhaoqiang Huang', 'Mingwei Wang']",10.1016/j.jag.2021.102409,https://doi.org/10.1016/j.jag.2021.102409,10,2021,"Altered mineral mapping based on ground-airborne hyperspectral data and wavelet spectral angle mapper tri-training model: Case studies from Dehua-Youxi-Yongtai Ore District, Central Fujian, China",International Journal of Applied Earth Observation and Geoinformation,,,Earth Sciences
,Sahar A.,10.14569/IJACSA.2016.070509,https://doi.org/10.14569/IJACSA.2016.070509,,2016,Performance of Spectral Angle Mapper and Parallelepiped Classifiers in Agriculture Hyperspectral Image,International Journal of Advanced Computer Science and Applications,,,Earth Sciences
,"['Shattri Mansor', 'Affendi Suhaili', 'Helmi Zulhaidi Mohd Shafri']",10.3844/jcssp.2007.419.423,https://doi.org/10.3844/jcssp.2007.419.423,6,2007,"The Performance of Maximum Likelihood, Spectral Angle Mapper, Neural Network and Decision Tree Classifiers in Hyperspectral Image Analysis",Journal of Computer Science,,,Earth Sciences
,"[' Ramanathan Sugumaran', 'James Harken']",10.5589/m05-003,https://doi.org/10.5589/m05-003,6,2014,Classification of Iowa wetlands using an airborne hyperspectral image: a comparison of the spectral angle mapper classifier and an object-oriented approach,Canadian Journal of Remote Sensing,,,Earth Sciences
,Prateek Tripathi,,,,,Application of Remote sensing datasets and techniques in Mineral Exploration,,,,Earth Sciences
,"['Xiang Liu', 'Shouxun Yan', 'Bing Zhang', 'Xinxin Wei', 'Qingting Li']",10.1117/12.812467,https://doi.org/10.1117/12.812467,12,2008,The spectral analysis and information extraction for small geological target detection using hyperion image,International Conference on Earth Observation Data Processing and Analysis (ICEODPA),,,Earth Sciences
,"[' P. R. Das', ' M. K. Panigrahi', ' A. S. Rajawat', ' T. J. Majumdar', 'S. Bhattacharya']",10.1080/01431161.2012.66109,https://doi.org/10.1080/01431161.2012.66109,3,2012,"Utilization of Hyperion data over Dongargarh, India, for mapping altered/weathered and clay minerals along with field spectral measurements",International Journal of Remote Sensing,,,Earth Sciences
,"[' Ahmet Gokce', ' Ayse Betul Calskan', ' Muhittin Karaman', ' Onder Gursoy', 'Oktay Canbaz']",10.1007/s12517-021-0866,https://doi.org/10.1007/s12517-021-0866,10,2021,"Hydrothermal alteration mapping using EO-1 Hyperion hyperspectral data in Kosedag, Central-Eastern Anatolia (Sivas,Turkey)",Arabian Journal of Geosciences,,,Earth Sciences
,"['P.S. Barry', 'M.A. Quigley', 'J.F. Huntington', 'R. Hewson', 'T.J. Cudahy']",10.1109/IGARSS.2001.976142,https://doi.org/10.1109/IGARSS.2001.976142,,,"The performance of the satellite-borne Hyperion hyperspectral VNIR-SWIR imaging system for mineral mapping at Mount Fitton, South Australia",IGARSS 2001. Scanning the Present and Resolving the Future. Proceedings. IEEE 2001 International Geoscience and Remote Sensing Symposium (Cat. No.01CH37217),,,Earth Sciences
,"['Prabhat Diwan', 'Himanshu Govil', 'Mahesh Kumar Tripathi']",10.1109/ICCT46177.2019.8969008,https://doi.org/10.1109/ICCT46177.2019.8969008,9,2019,"Petrography, XRD Analysis and Identification of Talc Minerals near Chhabadiya Village of Jahajpur Region, Bhilwara, India through Hyperion Hyperspectral Remote Sensing Data",2019 2nd International Conference on Intelligent Communication and Computational Techniques (ICCT),,,Earth Sciences
,"['R. Blom', 'N. W. Dunbar', 'B. Peer', 'K. K. Beratan']",10.1080/014311697216829,https://doi.org/10.1080/014311697216829,11,1997,"A remote sensing approach to alteration mapping: AVIRIS data and extension-related potassium metasomatism, Socorro, New Mexico",International Journal of Remote Sensing,,,Earth Sciences
,"['A. S. Rajawat', 'A. K. Sharma', 'S. Ravi', 'Snehamoy Chatterjee', 'William Farrand', 'K. Vinod Kumar', 'S. Mondal', 'Komal Rani (Pasricha)', 'Sumit Pathak', 'Aditya K. Dagar', 'Arindam Guha', 'Hrishikesh Kumar', 'Satadru Bhattacharya']",10.18520/cs/v116/i7/1143-1156,https://wwwops.currentscience.ac.in/Volumes/116/07/1143.pdf,4,2019,Potential of Airborne Hyperspectral Data for Geo-Exploration over Parts of Different Geological/Metallogenic Provinces in India based on AVIRIS-NG Observations,Current Science,,,Earth Sciences
,"['P. K. Champati Ray', 'Richa U. Sharma', 'Alen Benny', 'Shovan L. Chattoraj', 'Sameeksha Mishra']",10.3390/IECG2019-06212,https://doi.org/10.3390/IECG2019-06212,6,2019,"AVIRIS-NG Data for Geological Applications in Southeastern Parts of Aravalli Fold Belt, Rajasthan",Proceedings,,,Earth Sciences
,"['Thomas Oommen', 'Snehamoy Chatterjee', 'Chandan Kumar']",10.1080/01431161.2019.1648906,https://doi.org/10.1080/01431161.2019.1648906,7,2019,"Mapping hydrothermal alteration minerals using high-resolution AVIRIS-NG hyperspectral data in the Hutti-Maski gold deposit area, India",International Journal of Remote Sensing,,,Earth Sciences
,"['James V. Taranik', 'Charles Sabine', 'Alvaro P. Crósta']",10.1016/S0034-4257(98)00040-6,https://doi.org/10.1016/S0034-4257(98)00040-6,9,1998,"Hydrothermal Alteration Mapping at Bodie, California, Using AVIRIS Hyperspectral Data",Remote Sensing of Environment,,,Earth Sciences
,"['H. Govil', 'Mahesh Kumar Tripathi']",10.1016/j.heliyon.2019.e02931,https://doi.org/10.1016/j.heliyon.2019.e02931,11,2019,Evaluation of AVIRIS-NG hyperspectral images for mineral identification and mapping,Heliyon,,,Earth Sciences
,"['El Mostafa Bachaoui', 'Lhou Maacha', 'Amine Jellouli', 'Abderrazak El Harti', 'Zakaria Adiri']",10.1117/1.JRS.10.016005,https://doi.org/10.1117/1.JRS.10.016005,1,2016,"Lithological mapping using Landsat 8 OLI and Terra ASTER multispectral data in the Bas Drâa inlier, Moroccan Anti Atlas",Journal of Applied Remote Sensing,,,Earth Sciences
,"['Ting Gao', 'Huan Yi', 'Ling Han', 'Guangli Ren', 'Min Yang']",10.1117/1.JRS.12.026018,https://doi.org/10.1117/1.JRS.12.026018,5,2018,Detection of Pb–Zn mineralization zones in west Kunlun using Landsat 8 and ASTER remote sensing data,Journal of Applied Remote Sensing,,,Earth Sciences
,"['Subhas Aikat', 'Debashish Chakravarty', 'Jayanta Mukhopadhyay', 'Jit Mukherjee']",10.1109/IGARSS.2019.8898789,https://doi.org/10.1109/IGARSS.2019.8898789,7,2019,Automated Seasonal Detection of Coal Surface Mine Regions from Landsat 8 OLI Images,IGARSS 2019 - 2019 IEEE International Geoscience and Remote Sensing Symposium,,,Earth Sciences
,"['Habes Ghrefat', 'Hisham Gahlan']",10.1007/s11053-017-9341-8,https://doi.org/10.1007/s11053-017-9341-8,5,2017,"Detection of Gossan Zones in Arid Regions Using Landsat 8 OLI Data: Implication for Mineral Exploration in the Eastern Arabian Shield, Saudi Arabia",Natural Resources Research,,,Earth Sciences
,"['Rodrigo Tokuta Castro', 'Sanclever Freire Peixoto', 'Bárbara Costa da Silva', 'Adriana Maria Coimbra Horbe', 'Marcus Vinicius Souza']",10.1016/j.jsames.2021.103460,https://doi.org/10.1016/j.jsames.2021.103460,11,2021,Regolith LANDSAT-8/OLI and Hyperion/EO-1 images classification in midwest of Brazil,Journal of South American Earth Sciences,,,Earth Sciences
,"['Moussa Isseini', 'Ahmed Gomy', 'Olawale Olakunle Osinowo']",10.1016/j.sciaf.2020.e00687,https://doi.org/10.1016/j.sciaf.2020.e00687,3,2021,"Mapping hydrothermal alteration mineral deposits from Landsat 8 satellite data in Pala, Mayo Kebbi Region, Southwestern Chad",Scientific African,,,Earth Sciences
,"['Prakash Chauhan', 'K. Vinod Kumar', 'Tapas R. Martha', 'Priyom Roy', 'Ramdayal Singh', 'Nirmala Jain']",10.1007/s12517-018-3799-5,https://doi.org/10.1007/s12517-018-3799-5,8,2018,"Mapping of hydrothermally altered zones in Aravalli Supergroup of rocks around Dungarpur and Udaipur, India, using Landsat-8 OLI and spectroscopy",Arabian Journal of Geosciences,,,Earth Sciences
,"['Chol Ung Pak', 'Un Song Pak']",10.1007/s12524-021-01385-8,https://doi.org/10.1007/s12524-021-01385-8,6,2021,"Detection of Hydrothermal Alteration Zones using Landsat 8 OLI image: A Case Study of Gold Prospecting in Nyongwon Area, DPR Korea",Journal of the Indian Society of Remote Sensing,,,Earth Sciences
,"['Alexandre Lima', 'Ubaldo Gemusse', 'Ana Claudia Moreira Teodoro']",10.1117/12.2325555,https://doi.org/10.1117/12.2325555,10,2018,"Pegmatite spectral behavior considering ASTER and Landsat 8 OLI data in Naipa and Muiane mines (Alto Ligonha, Mozambique)",Earth Resources and Environmental Remote Sensing/GIS Applications IX,,,Earth Sciences
,"['Saleh Qaysi', 'Hussain J. Alfaifi', 'Kamal Abdelrahman', 'Ali Y. Kahal', 'Habes Ghrefat']",10.1016/j.jksus.2021.101414,https://doi.org/10.1016/j.jksus.2021.101414,6,2021,Utilization of multispectral landsat-8 remote sensing data for lithological mapping of southwestern Saudi Arabia,Journal of King Saud University - Science,,,Earth Sciences
,"['Debashish Chakravarty', 'Jayanta Mukherjee', 'Jit Mukherjee']",10.1109/JSTARS.2019.2895385,https://doi.org/10.1109/JSTARS.2019.2895385,7,2019,Automated Seasonal Separation of Mine and Non Mine Water Bodies From Landsat 8 OLI/TIRS Using Clay Mineral and Iron Oxide Ratio,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,,Earth Sciences
,"['Surajit Panda', 'A. T. Jeyaseelan', 'Manish Kumar Jain', 'Krishnendu Banerjee']",10.18520/cs/v116/i10/1639-1647,https://doi.org/10.18520/cs/v116/i10/1639-1647,5,2019,Landsat 8 OLI Data for Identification of Hydrothermal Alteration Zone in Singhbhum Shear Zone using Successive Band Depth Difference Technique–A New Image Processing Approach,Current Science,,,Earth Sciences
,"['Giacomo Fontanelli', 'Simone Pettinato', 'Simonetta Paloscia', 'Emanuele Santi']",10.1016/j.jag.2015.08.002,http://dx.doi.org/10.1016/j.jag.2015.08.002,6,2016,Application of artificial neural networks for the soil moisture retrieval from active and passive microwave spaceborne sensors,International Journal of Applied Earth Observation and Geoinformation,,,Earth Sciences
,"['Anya M. Reading', 'Matthew J. Cracknell']",10.1016/j.cageo.2013.10.008,https://doi.org/10.1016/j.cageo.2013.10.008,2,2014,"Geological mapping using remote sensing data: A comparison of five machine learning algorithms, their response to variations in the spatial distribution of training data and the use of explicit spatial information",Computers & Geosciences,,,Earth Sciences
,"['Miguel Luengo-Oroz', 'Lars Bromley', 'Davide Coluccia', 'Celia Navarro', 'Marguerite M. Nyhan', 'John A. Quinn']",10.1098/rsta.2017.0363,https://doi.org/10.1098/rsta.2017.0363,8,2018,Humanitarian applications of machine learning with remote-sensing data: review and case study in refugee settlement mapping,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",,,Earth Sciences
,Gustavo Camps-Valls,10.1109/MLSP.2009.5306233,http://dx.doi.org/10.1109/MLSP.2009.5306233,9,2009,Machine learning in remote sensing data processing,2009 IEEE International Workshop on Machine Learning for Signal Processing,,,Earth Sciences
,"['Haroon Stephen', 'Ajay Kalra', 'Sajjad Ahmad']",10.1016/j.advwatres.2009.10.008,http://dx.doi.org/10.1016/j.advwatres.2009.10.008,1,2010,Estimating soil moisture using remote sensing data: A machine learning approach,Advances in Water Resources,,,Earth Sciences
,"['Annette L. Walker', 'Amir H. Gandomi', 'Amir H. Alavi', 'David J. Lary']",10.1016/j.gsf.2015.07.003,http://dx.doi.org/10.1016/j.gsf.2015.07.003,1,2016,Machine learning in geosciences and remote sensing,Geoscience Frontiers,,,Earth Sciences
,"['Caroline Pinto', 'Ray L. Frost']",10.1002/jrs.1711,https://doi.org/10.1002/jrs.1711,,2007,Raman spectroscopy of the joaquinite minerals,Journal of Raman Spectroscopy,,,Earth Sciences
,"['B. Jagannadha Reddy', 'Wayde N. Martens', 'Jocelyn M. Bouzaid', 'Ray L. Frost']",10.1002/jrs.1574,https://doi.org/10.1002/jrs.1574,,2007,Raman spectroscopy of the borosilicate mineral ferroaxinite,Journal of Raman Spectroscopy,,,Earth Sciences
,"['B. Jagannadha Reddy', 'Jocelyn M. Bouzaid', 'Sara J. Palmer', 'Ray L. Frost']",10.1002/jrs.1601,https://doi.org/10.1002/jrs.1601,,2006,A Raman spectroscopic study of humite minerals,Journal of Raman Spectroscopy,,,Earth Sciences
,"['J. Lakshmana Rao', 'K.V. Narasimhulu', 'N.O. Gopal']",10.1016/j.jpcs.2004.07.003,https://doi.org/10.1016/j.jpcs.2004.07.003,11,2004,"Optical absorption, EPR, infrared and Raman spectral studies of clinochlore mineral",Journal of Physics and Chemistry of Solids,,,Earth Sciences
,"['J.L Rao', 'K.V Narasimhulu', 'N.O Gopal']",10.1016/j.saa.2003.12.021,https://doi.org/10.1016/j.saa.2003.12.021,9,2004,"EPR, optical, infrared and Raman spectral studies of Actinolite mineral",Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,,,Earth Sciences
,"['Li-Chi Liu', 'Shin-Lang Hwang', 'Luu-Gen Hwa']",10.1016/S0022-3093(98)00688-7,https://doi.org/10.1016/S0022-3093(98)00688-7,9,1998,Infrared and Raman spectra of calcium alumino–silicate glasses,Journal of Non-Crystalline Solids,,,Earth Sciences
,"['Su Hongjun', 'Zhao Huijie', 'Tan Bingxiang', 'Zhang Xianfeng', 'Du Peijun', 'Dang Fuxing', 'Yang Rihong', 'Li Zhizhong']",10.1109/WHISPERS.2012.6874235,https://doi.org/10.1109/WHISPERS.2012.6874235,6,2012,A review on the geological applications of hyperspectral remote sensing technology,2012 4th Workshop on Hyperspectral Image and Signal Processing (WHISPERS),,,Earth Sciences
,"['Ufuk Sakarya', 'Sevgi Zubeyde Gurbuz', 'Onur Haliloglu', 'Husne Seda Deveci', 'Mustafa Teke']",10.1109/RAST.2013.6581194,https://doi.org/10.1109/RAST.2013.6581194,6,2013,A short survey of hyperspectral remote sensing applications in agriculture,2013 6th International Conference on Recent Advances in Space Technologies (RAST),,,Earth Sciences
,"['Qingting Li', 'Quanjun Jiao', 'Li Zhang', 'Di Wu', 'Bing Zhang']",10.1007/s12665-011-1112-y,https://doi.org/10.1007/s12665-011-1112-y,5,2011,Application of hyperspectral remote sensing for environment monitoring in mining areas,Environmental Earth Sciences,,,Earth Sciences
,"['S. Woodward', 'A. Wiltshire', 'I. Totterdell', 'S. Sitch', 'C. Senior', 'J. Rae', 'F. O&amp;apos;Connor', 'G. Martin', 'S. Liddicoat', 'M. Joshi', 'C. D. Jones', 'J. Hughes', 'T. Hinton', 'P. Halloran', 'N. Gedney', 'M. Doutriaux-Boucher', 'N. Bellouin', 'W. J. Collins']",10.5194/gmd-4-1051-2011,,11,2011,Development and evaluation of an Earth-System model – HadGEM2,,,,Earth Sciences
,"['Juan Gu', 'Mengchao Xu', 'Dexuan Sha', 'Qian Liu', 'Yongyao Jiang', 'Fei Hu', 'Yun Li', 'Manzhu Yu', 'Chaowei Yang']",10.1080/20964471.2019.1611175,,4,2019,Big Data analysis process,Big Earth Data,,,Earth Sciences
,"['Juan Gu', 'Mengchao Xu', 'Dexuan Sha', 'Qian Liu', 'Yongyao Jiang', 'Fei Hu', 'Yun Li', 'Manzhu Yu', 'Chaowei Yang']",10.1080/20964471.2019.1611175,,4,2019,Big Earth data analytics: a survey,Big Earth Data,,,Earth Sciences
,"['', 'S. Anbazhagan', '', 'S. Arivazhagan']",10.22606/gr.2017.23005,https://dx.doi.org/10.22606/gr.2017.23005,8,2013,"ASTER Data Analyses for Lithological Discrimination of Sittampundi Anorthositic Complex, Southern India",Geosciences Research,,,Earth Sciences
,"['M. P. Kesari', 'K. K. Naik', 'Uday Kumar Ghosh']",10.1007/s12594-016-0509-3,https://doi.org/10.1007/s12594-016-0509-3,11,2016,Digital image processing of multispectral ASTER imagery for delineation of alteration and related clay minerals in Sakoli belt: Maharashtra – A case study,Journal of the Geological Society of India,,,Earth Sciences
,"[' Reshma Parveen', ' E. N. Dhananjaya Rao', ' K. Vinod Kumar', 'Arindam Guha']",10.18520/CS/V106/I1/40-49,https://www.currentscience.ac.in/Volumes/106/01/0040.pdf,1,2014,"An image processing approach for converging ASTER-derived spectral maps for mapping Kolhan limestone, Jharkhand, India",,,,Earth Sciences
,"['K. Shankar', 'G. Balamurugan', 'A. Thirunavukkarasu', 'Sankaran Rajendran']",10.1016/j.jseaes.2011.01.004,https://doi.org/10.1016/j.jseaes.2011.01.004,2,2011,Discrimination of iron ore deposits of granulite terrain of Southern Peninsular India using ASTER data,Journal of Asian Earth Sciences,,,Earth Sciences
,"['Pradeep K. Singh', 'Ashok K. Singh', 'Ayad M. Fadhil Al-Quraishi', 'Magendran T', 'Parthiban S', 'Gopinathan P']",10.1016/j.rsase.2020.100306,https://doi.org/10.1016/j.rsase.2020.100306,4,2020,"Mapping of ferric (Fe3+) and ferrous (Fe2+) iron oxides distribution using band ratio techniques with ASTER data and geochemistry of Kanjamalai and Godumalai, Tamil Nadu, south India",Remote Sensing Applications: Society and Environment,,,Earth Sciences
,"['E.N. Dhanamjaya Rao', 'A.T. Jeyaseelan', 'K. Vinod Kumar', 'Reshma Parveen', 'Vivek Kr. Singh', 'Arindam Guha']",10.1016/j.jag.2012.08.003,https://doi.org/10.1016/j.jag.2012.08.003,4,2013,"Analysis of ASTER data for mapping bauxite rich pockets within high altitude lateritic bauxite, Jharkhand, India",International Journal of Applied Earth Observation and Geoinformation,,,Earth Sciences
,"['David J. Campagna', 'Timothy A. Warner', 'Xianfeng Chen']",10.1016/j.rse.2007.03.015,https://doi.org/10.1016/j.rse.2007.03.015,,,"Integrating visible, near-infrared and short-wave infrared hyperspectral and multispectral thermal imagery for geological mapping at Cuprite, Nevada",Remote Sensing of Environment,,,Earth Sciences
,"['J.F. Huntington', 'J.W. Boardman', 'F.A. Kruse']",10.1109/TGRS.2003.812908,http://dx.doi.org/10.1109/TGRS.2003.812908,,,Comparison of airborne hyperspectral data and eo-1 hyperion for mineral mapping,IEEE Transactions on Geoscience and Remote Sensing,,,Earth Sciences
,"['J. C. Mars', 'M. J. Abrams', 'S. J. Hook', 'L. C. Rowan']",10.2113/gsecongeo.98.5.1019,https://doi.org/10.2113/gsecongeo.98.5.1019,,,"Mapping Hydrothermally Altered Rocks at Cuprite, Nevada, Using the Advanced Spaceborne Thermal Emission and Reflection Radiometer (ASTER), a New Satellite-Imaging System",Economic Geology,,,Earth Sciences
,"['William W. Atkinson', 'Fred A. Kruse', 'William M. Baugh']",10.1016/S0034-4257(98)00039-X,http://dx.doi.org/10.1016/S0034-4257(98)00039-X,,,"Quantitative Geochemical Mapping of Ammonium Minerals in the Southern Cedar Mountains, Nevada, Using the Airborne Visible/Infrared Imaging Spectrometer (AVIRIS)",Remote Sensing of Environment,,,Earth Sciences
,"['C. Naito', 'Y. Yamaguchi']",10.1080/01431160110070320,http://dx.doi.org/10.1080/01431160110070320,,,Spectral indices for lithologic discrimination and mapping by using the ASTER SWIR bands,International Journal of Remote Sensing,,,Earth Sciences
,"['Dongxu Yang', 'Qiang Jia', 'Yanfang Ming', 'Jing Wei']",10.1117/1.JRS.11.026015,http://dx.doi.org/10.1117/1.JRS.11.026015,,,"Simple mineral mapping algorithm based on multitype spectral diagnostic absorption features: a case study at Cuprite, Nevada",Journal of Applied Remote Sensing,,,Earth Sciences
,"['Ratnadeep Deshmukh', 'Abhilasha Mishra', 'Ranjana Gore']",10.1007/s12594-021-1676-4,https://doi.org/10.1007/s12594-021-1676-4,,,Exploring the Mineralogy at Lonar Crater with Hyperspectral Remote Sensing,Journal of the Geological Society of India,,,Earth Sciences
,"[' Narayan Kayet', ' P. V. Nagamani', ' S. K. Begum', 'Ibrahim Shaik']",10.1007/s42452-021-04213-3,https://doi.org/10.1007/s42452-021-04213-3,1,2021,Characterization and mapping of hematite ore mineral classes using hyperspectral remote sensing technique: a case study from Bailadila iron ore mining region,,,,Earth Sciences
,"['H. Govil', 'S. Farooq']",10.1016/j.asr.2013.04.002,http://dx.doi.org/10.1016/j.asr.2013.04.002,,,"Mapping Regolith and Gossan for Mineral Exploration in the Eastern Kumaon Himalaya, India using hyperion data and object oriented image classification",Advances in Space Research,,,Earth Sciences
,"['Kiran Yarrakula', 'Vignesh Kumar']",10.1007/s12517-018-4149-3,https://doi.org/10.1007/s12517-018-4149-3,,,"Enhancement of limestone mineral identification using Hyperion imagery: a case study from Tirunelveli District, Tamil Nadu, South India",Arabian Journal of Geosciences,,,Earth Sciences
,"['Tejpal Singh', 'Venkata Ravibabu Mandla', 'Nisha Rani']",10.1080/10106049.2015.1132484,http://dx.doi.org/10.1080/10106049.2015.1132484,,,"Spatial distribution of altered minerals in the Gadag Schist Belt (GSB) of Karnataka, Southern India using hyperspectral remote sensing data",Geocarto International,,,Earth Sciences
,"['R. Sharma', 'P. K. Champatiray', 'S. Raval', 'A. Shetty', 'C. Kumar']",10.5194/isprsarchives-XL-8-455-2014,https://doi.org/10.5194/isprsarchives-XL-8-455-2014,,,Sub-pixel mineral mapping using EO-1 Hyperion hyperspectral data,"The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,Earth Sciences
,A. RANGO,10.1080/02626669409492752,https://doi.org/10.1080/02626669409492752,8,1994,Application of remote sensing methods to hydrology and water resources,Hydrological Sciences Journal,,,Earth Sciences
,"['Doreen S. Boyd', 'Giles M. Foody', 'Alex M. Lechner']",10.1016/j.oneear.2020.05.001,https://doi.org/10.1016/j.oneear.2020.05.001,5,2020,Applications in Remote Sensing to Forest Ecology and Management,One Earth,,,Earth Sciences
,Qihao Weng,10.1016/j.isprsjprs.2009.03.007,https://doi.org/j.isprsjprs.2009.03.007,7,2009,"Thermal infrared remote sensing for urban climate and environmental studies: Methods, applications, and trends",ISPRS Journal of Photogrammetry and Remote Sensing,,,Earth Sciences
,"['Tsehaie Woldai', 'J. Boudewijn de Smeth', 'E. John M. Carranza', 'Mark van der Meijde', 'Marleen F. Noomen', 'Wim H. Bakker', 'Chris A. Hecker', 'Frank J.A. van Ruitenbeek', 'Harald M.A. van der Werff', 'Freek D. van der Meer']",10.1016/j.jag.2011.08.002,https://doi.org/10.1016/j.jag.2011.08.002,2,2012,Multi- and hyperspectral geologic remote sensing: A review,International Journal of Applied Earth Observation and Geoinformation,,,Earth Sciences
,"['John J. Qu', 'Lingli Wang']",10.1007/s11707-009-0023-7,https://doi.org/10.1007/s11707-009-0023-7,3,2009,Satellite remote sensing applications for surface soil moisture monitoring: A review,Frontiers of Earth Science in China,,,Earth Sciences
,"['K.C. Ting', 'Y. Zhang', 'L. Tian', 'T. Ahamed']",10.1016/j.biombioe.2011.02.028,https://doi.org/10.1016/j.biombioe.2011.02.028,7,2011,A review of remote sensing methods for biomass feedstock production,Biomass and Bioenergy,,,Earth Sciences
,"['Hong-Jie Wang', 'Xue-Zheng Shi', 'Jian-Jun Pan', 'Da-Fang Zhuang', 'Hong-Yan Ren']",10.1007/s11368-008-0030-4,https://doi.org/10.1007/s11368-008-0030-4,9,2008,Hyper-spectral remote sensing to monitor vegetation stress,Journal of Soils and Sediments,,,Earth Sciences
,"['Helmi Shafri', 'Nurul Nasarudin']",10.4090/juee.2011.v5n1.044056,https://doi.org/10.4090/juee.2011.v5n1.044056,6,2011,Development and utilization of urban spectral library for remote sensing of urban environment,Journal of Urban and Environmental Engineering,,,Earth Sciences
,"['Dandan Cheng', 'Qingfeng Guan', 'Prosper Laari Basommi']",10.1515/geo-2015-0058,http://dx.doi.org/10.1515/geo-2015-0058,11,2015,"Exploring Land use and Land cover change in themining areas of Wa East District, Ghana usingSatellite Imagery",Open Geosciences,,,Environmental Sciences
